time_s,condenser_level,sump_level,feed_tray_level,reboiler_tray_level,top_pressure,bottom_pressure,condenser_temperature,feed_tray_temperature,reboiler_temperature,distillate_valve_opening,bottoms_valve_opening,condenser_duty,reboiler_duty,feed_mass_flow,distillate_mass_flow,bottoms_mass_flow,distillate_benzene_fraction,bottoms_toluene_fraction,vapor_to_condenser,reflux,distillate_draw,bottoms_draw,bottoms_pressure
232.0,1.35998E-05,0.235474,0.0011346,0.235474,101325,103504,298.15,364.536,363.696,0,0,1057.02,0,8.51251,0,0,0.5,0.502203,0,0,0,0,105356
234.0,1.35998E-05,0.239531,0.00112694,0.239531,101325,103504,298.15,364.542,363.721,0,0,1057.02,0,8.51251,0,0,0.5,0.502209,0,0,0,0,105388
236.0,1.35998E-05,0.243588,0.00111919,0.243588,101325,103503,298.15,364.549,363.745,0,0,1057.02,0,8.51251,0,0,0.5,0.502215,0,0,0,0,105419
238.0,1.35998E-05,0.247644,0.00111136,0.247644,101325,103503,298.15,364.555,363.769,0,0,1057.02,0,8.51251,0,0,0.5,0.502221,0,0,0,0,105450
240.0,1.35998E-05,0.2517,0.00110345,0.2517,101325,103503,298.15,364.562,363.791,0,0,1057.02,0,8.51251,0,0,0.5,0.502226,0,0,0,0,105482
242.0,1.35998E-05,0.255756,0.00109595,0.255756,101325,103502,298.15,364.568,363.814,0,0,1057.02,0,8.51251,0,0,0.5,0.502232,0,0,0,0,105513
244.0,1.35998E-05,0.259812,0.00108786,0.259812,101325,103502,298.15,364.574,363.835,0,0,1057.02,0,8.51251,0,0,0.5,0.502238,0,0,0,0,105545
246.0,1.35998E-05,0.263867,0.00107971,0.263867,101325,103502,298.15,364.581,363.856,0,0,1057.02,0,8.51251,0,0,0.5,0.502243,0,0,0,0,105577
248.0,1.35998E-05,0.267923,0.00107148,0.267923,101325,103501,298.15,364.588,363.876,0,0,1057.02,0,8.51251,0,0,0.5,0.502248,0,0,0,0,105608
250.0,1.35998E-05,0.271978,0.00106318,0.271978,101325,103501,298.15,364.594,363.896,0,0,1057.02,0,8.51251,0,0,0.5,0.502254,0,0,0,0,105640
252.0,1.35998E-05,0.276032,0.00105482,0.276032,101325,103501,298.15,364.601,363.916,0,0,1057.02,0,8.51251,0,0,0.5,0.502259,0,0,0,0,105671
254.0,1.35998E-05,0.280087,0.00104639,0.280087,101325,103501,298.15,364.607,363.934,0,0,1057.02,0,8.51251,0,0,0.5,0.502264,0,0,0,0,105703
256.0,1.35998E-05,0.284141,0.00103791,0.284141,101325,103501,298.15,364.614,363.952,0,0,1057.02,0,8.51251,0,0,0.5,0.50227,0,0,0,0,105735
258.0,1.35998E-05,0.288195,0.00102937,0.288195,101325,103500,298.15,364.62,363.97,0,0,1057.02,0,8.51251,0,0,0.5,0.502275,0,0,0,0,105766
260.0,1.35998E-05,0.292248,0.00102077,0.292248,101325,103500,298.15,364.627,363.987,0,0,1057.02,0,8.51251,0,0,0.5,0.50228,0,0,0,0,105798
262.0,1.35998E-05,0.296302,0.00101213,0.296302,101325,103500,298.15,364.633,364.004,0,0,1057.02,0,8.51251,0,0,0.5,0.502285,0,0,0,0,105829
264.0,1.35998E-05,0.300355,0.00100344,0.300355,101325,103500,298.15,364.639,364.021,0,0,1057.02,0,8.51251,0,0,0.5,0.50229,0,0,0,0,105861
266.0,1.35998E-05,0.304408,0.000994699,0.304408,101325,103499,298.15,364.646,364.037,0,0,1057.02,0,8.51251,0,0,0.5,0.502295,0,0,0,0,105892
268.0,1.35998E-05,0.30846,0.000985919,0.30846,101325,103499,298.15,364.652,364.052,0,0,1057.02,0,8.51251,0,0,0.5,0.502299,0,0,0,0,105924
270.0,1.35998E-05,0.312512,0.000977099,0.312512,101325,103499,298.15,364.659,364.067,0,0,1057.02,0,8.51251,0,0,0.5,0.502304,0,0,0,0,105955
272.0,1.35998E-05,0.316564,0.000968242,0.316564,101325,103498,298.15,364.665,364.082,0,0,1057.02,0,8.51251,0,0,0.5,0.502309,0,0,0,0,105987
274.0,1.35998E-05,0.320616,0.000959351,0.320616,101325,103498,298.15,364.672,364.097,0,0,1057.02,0,8.51251,0,0,0.5,0.502314,0,0,0,0,106018
276.0,1.35998E-05,0.324667,0.000950429,0.324667,101325,103498,298.15,364.678,364.111,0,0,1057.02,0,8.51251,0,0,0.5,0.502318,0,0,0,0,106050
278.0,1.35998E-05,0.328718,0.000941478,0.328718,101325,103497,298.15,364.685,364.124,0,0,1057.02,0,8.51251,0,0,0.5,0.502323,0,0,0,0,106081
280.0,1.35998E-05,0.332769,0.0009325,0.332769,101325,103497,298.15,364.691,364.138,0,0,1057.02,0,8.51251,0,0,0.5,0.502327,0,0,0,0,106113
282.0,1.35998E-05,0.336819,0.0009235,0.336819,101325,103497,298.15,364.698,364.151,0,0,1057.02,0,8.51251,0,0,0.5,0.502332,0,0,0,0,106144
284.0,1.35998E-05,0.34087,0.000914478,0.34087,101325,103496,298.15,364.704,364.164,0,0,1057.02,0,8.51251,0,0,0.5,0.502336,0,0,0,0,106176
286.0,1.35998E-05,0.344919,0.000905439,0.344919,101325,103496,298.15,364.71,364.176,0,0,1057.02,0,8.51251,0,0,0.5,0.502341,0,0,0,0,106207
288.0,1.35998E-05,0.348969,0.000896384,0.348969,101325,103496,298.15,364.717,364.189,0,0,1057.02,0,8.51251,0,0,0.5,0.502345,0,0,0,0,106239
290.0,1.35998E-05,0.353018,0.000887316,0.353018,101325,103495,298.15,364.723,364.201,0,0,1057.02,0,8.51251,0,0,0.5,0.502349,0,0,0,0,106270
292.0,1.35998E-05,0.357067,0.000878238,0.357067,101325,103495,298.15,364.73,364.212,0,0,1057.02,0,8.51251,0,0,0.5,0.502354,0,0,0,0,106301
