time_s,condenser_level,sump_level,feed_tray_level,reboiler_tray_level,top_pressure,bottom_pressure,condenser_temperature,feed_tray_temperature,reboiler_temperature,distillate_valve_opening,bottoms_valve_opening,condenser_duty,reboiler_duty,feed_mass_flow,distillate_mass_flow,bottoms_mass_flow,distillate_benzene_fraction,bottoms_toluene_fraction,vapor_to_condenser,reflux,distillate_draw,bottoms_draw,bottoms_pressure
20.0,0.759859,1.00016,0.0446133,1.00016,128378,133944,361.272,374.776,393.03,50.8991,50.1463,6029.22,5427.55,8.51251,5.80372,6.95904,0.978925,0.979075,162.331,132.606,5.80372,6.95904,141494
22.0,0.760371,0.999779,0.0446855,0.999779,129142,134125,361.478,374.906,393.079,51.0487,50.0604,6111.29,5427.55,8.51251,5.96761,6.94893,0.978952,0.979038,158.697,133.49,5.96761,6.94893,141671
24.0,0.760654,0.999523,0.0447588,0.999523,129904,134392,361.682,375.038,393.152,51.1646,49.9835,6194.65,5427.55,8.51251,5.94979,6.94138,0.97898,0.978998,153.846,133.82,5.94979,6.94138,141936
26.0,0.761647,0.999425,0.0448259,0.999425,130676,134754,361.888,375.164,393.251,51.236,49.9306,6279.22,5427.55,8.51251,6.0706,6.93859,0.979025,0.978952,148.819,131.853,6.0706,6.93859,142295
28.0,0.759441,0.99948,0.0448863,0.99948,129151,135199,361.378,375.278,393.373,51.4509,49.9087,6366.04,5427.55,8.51251,6.1425,6.94142,0.979033,0.9789,145.707,128.347,6.1425,6.94142,142739
30.0,0.756754,0.999662,0.0449277,0.999662,126933,135707,360.776,375.352,393.511,51.0244,49.9179,6247.82,5427.55,8.51251,6.03865,6.94957,0.979033,0.97884,150.039,125.002,6.03865,6.94957,143248
32.0,0.754529,0.999934,0.0449246,0.999934,125155,136250,360.287,375.316,393.659,50.4953,49.9529,6064.68,5427.55,8.51251,5.93387,6.96192,0.979035,0.978774,155.017,122.212,5.93387,6.96192,143791
34.0,0.752758,1.00019,0.0448585,1.00019,123780,136773,359.906,375.128,393.8,50.0521,50.0073,5917.11,5427.55,8.51251,5.8494,6.97668,0.979037,0.978701,160.639,119.955,5.8494,6.97668,144314
36.0,0.751491,1.00023,0.044736,1.00023,122833,137187,359.641,374.818,393.911,49.6943,50.0589,5802.68,5427.55,8.51251,5.78538,6.98938,0.97904,0.978628,168.714,118.234,5.78538,6.98938,144727
38.0,0.750795,0.999866,0.0445799,0.999866,122350,137392,359.505,374.461,393.964,49.4333,50.0688,5724.23,5427.55,8.51251,5.74379,6.99295,0.979042,0.978561,178.838,117.129,5.74379,6.99295,144929
40.0,0.750672,0.998949,0.0444179,0.998949,122318,137318,359.496,374.137,393.941,49.284,49.9953,5685.8,5427.55,8.51251,5.72571,6.98045,0.979042,0.978505,189.551,116.682,5.72571,6.98045,144848
42.0,0.751031,0.997455,0.0442717,0.997455,122654,136961,359.591,373.901,393.841,49.2482,49.8076,5687.12,5427.55,8.51251,5.72941,6.94755,0.97904,0.978466,198.99,116.833,5.72941,6.94755,144482
44.0,0.751698,0.995506,0.0441547,0.995506,123214,136391,359.748,373.783,393.683,49.309,49.4989,5721.41,5427.55,8.51251,5.74957,6.89441,0.979035,0.978444,205.121,117.439,5.74957,6.89441,143898
46.0,0.752407,0.99334,0.0440716,0.99334,123784,135720,359.907,373.782,393.496,49.4328,49.0912,5776.37,5427.55,8.51251,5.7773,6.82601,0.979027,0.978436,205.888,118.248,5.7773,6.82601,143214
48.0,0.752926,0.991181,0.0440202,0.991181,124181,135070,360.018,373.873,393.316,49.5669,48.6315,5833.2,5427.55,8.51251,5.80224,6.75084,0.979015,0.978438,202.145,118.963,5.80224,6.75084,142549
50.0,0.753118,0.989243,0.043984,0.989243,124305,134538,360.052,374.015,393.167,49.6645,48.1646,5875.58,5427.55,8.51251,5.81656,6.67663,0.979002,0.978442,195.564,119.377,5.81656,6.67663,142003
52.0,0.752904,0.987646,0.0439675,0.987646,124100,134175,359.996,374.161,393.066,49.6978,47.734,5894.08,5427.55,8.51251,5.81565,6.61022,0.978988,0.978445,187.374,119.358,5.81565,6.61022,141630
54.0,0.752348,0.986417,0.0439461,0.986417,123627,133993,359.864,374.273,393.015,49.6499,47.3654,5883.25,5427.55,8.51251,5.79891,6.55522,0.978975,0.978443,180.19,118.908,5.79891,6.55522,141439
56.0,0.751591,0.985487,0.0439114,0.985487,123007,133958,359.691,374.323,393.005,49.5323,47.0653,5847.97,5427.55,8.51251,5.77059,6.51197,0.978961,0.978435,175.692,118.145,5.77059,6.51197,141397
58.0,0.750785,0.984752,0.0438618,0.984752,122363,134013,359.511,374.306,393.02,49.3729,46.8214,5798.63,5427.55,8.51251,5.73697,6.4779,0.978948,0.978422,174.134,117.245,5.73697,6.4779,141447
60.0,0.75006,0.984072,0.0437981,0.984072,121798,134090,359.352,374.231,393.041,49.2018,46.6134,5746.12,5427.55,8.51251,5.70394,6.44914,0.978935,0.978407,174.959,116.373,5.70394,6.44914,141518
62.0,0.749518,0.983315,0.0437261,0.983315,121386,134124,359.236,374.115,393.049,49.0447,46.414,5699.48,5427.55,8.51251,5.67617,6.42093,0.978921,0.978393,178.047,115.652,5.67617,6.42093,141547
64.0,0.749195,0.982397,0.0436543,0.982397,121153,134070,359.17,373.988,393.034,48.9225,46.1958,5665.68,5427.55,8.51251,5.6566,6.38886,0.978906,0.978382,181.741,115.171,5.6566,6.38886,141486
66.0,0.749107,0.981244,0.0435899,0.981244,121105,133909,359.157,373.877,392.988,48.843,45.942,5647.16,5427.55,8.51251,5.64629,6.35028,0.97889,0.978378,186.117,114.945,5.64629,6.35028,141316
68.0,0.74921,0.979872,0.0435393,0.979872,121202,133650,359.185,373.801,392.916,48.81,45.6364,5644.85,5427.55,8.51251,5.64472,6.30313,0.978872,0.978382,189.746,114.962,5.64472,6.30313,141048
70.0,0.749408,0.978338,0.0435051,0.978338,121367,133326,359.232,373.769,392.825,48.8152,45.2817,5655.56,5427.55,8.51251,5.64913,6.24825,0.978852,0.978393,191.322,115.148,5.64913,6.24825,140713
72.0,0.749601,0.97673,0.0434878,0.97673,121519,132977,359.275,373.781,392.728,48.8399,44.8883,5672.49,5427.55,8.51251,5.65551,6.18775,0.97883,0.978411,191.047,115.379,5.65551,6.18775,140353
74.0,0.749705,0.975134,0.0434835,0.975134,121595,132646,359.297,373.826,392.635,48.864,44.4738,5688.59,5427.55,8.51251,5.66004,6.12465,0.978807,0.978433,189.202,115.552,5.66004,6.12465,140011
76.0,0.749677,0.97363,0.0434876,0.97363,121562,132366,359.288,373.888,392.557,48.8707,44.0553,5698.04,5427.55,8.51251,5.66004,6.06182,0.978783,0.978457,186.394,115.597,5.66004,6.06182,139720
78.0,0.749501,0.972254,0.0434931,0.972254,121413,132155,359.247,373.95,392.499,48.8509,43.649,5697.87,5427.55,8.51251,5.65428,6.00172,0.978758,0.978482,183.288,115.479,5.65428,6.00172,139500
80.0,0.749211,0.971023,0.0434955,0.971023,121176,132015,359.18,373.997,392.46,48.8016,43.263,5687.22,5427.55,8.51251,5.64308,5.94545,0.978734,0.978507,180.657,115.215,5.64308,5.94545,139351
82.0,0.748842,0.969914,0.0434904,0.969914,120883,131932,359.098,374.019,392.437,48.7287,42.9011,5668.49,5427.55,8.51251,5.62784,5.89334,0.978708,0.97853,178.696,114.839,5.62784,5.89334,139259
84.0,0.748452,0.968883,0.0434763,0.968883,120580,131882,359.012,374.016,392.424,48.639,42.5589,5644.17,5427.55,8.51251,5.61046,5.84446,0.978683,0.978553,177.993,114.404,5.61046,5.84446,139202
86.0,0.748158,0.967775,0.0434569,0.967775,120359,131841,358.95,373.994,392.414,48.5442,42.2285,5618.5,5427.55,8.51251,5.59441,5.79721,0.978657,0.97858,180.014,114.006,5.59441,5.79721,139153
88.0,0.747935,0.966776,0.0434324,0.966776,120196,131787,358.904,373.959,392.4,48.4679,41.8779,5599.65,5427.55,8.51251,5.58185,5.74722,0.97863,0.978605,180.143,113.742,5.58185,5.74722,139091
90.0,0.74774,0.965718,0.043407,0.965718,120057,131697,358.865,373.921,392.375,48.4049,41.5454,5585.67,5427.55,8.51251,5.57137,5.69928,0.978602,0.978633,180.78,113.496,5.57137,5.69928,138993
92.0,0.747648,0.964586,0.0433839,0.964586,120000,131569,358.849,373.892,392.34,48.347,41.1968,5573.51,5427.55,8.51251,5.56339,5.64866,0.978573,0.978664,182.558,113.339,5.56339,5.64866,138857
94.0,0.747622,0.963411,0.0433655,0.963411,119994,131409,358.848,373.876,392.296,48.3093,40.8289,5568.54,5427.55,8.51251,5.55891,5.59505,0.978543,0.978698,183.608,113.278,5.55891,5.59505,138689
96.0,0.747617,0.962213,0.0433528,0.962213,120003,131229,358.851,373.877,392.247,48.2847,40.4477,5568.02,5427.55,8.51251,5.55624,5.53942,0.978511,0.978735,183.801,113.265,5.55624,5.53942,138500
98.0,0.747612,0.961008,0.043345,0.961008,120009,131045,358.854,373.893,392.196,48.2641,40.057,5568.74,5427.55,8.51251,5.55401,5.48251,0.978478,0.978774,183.718,113.259,5.55401,5.48251,138307
100.0,0.747577,0.95984,0.0433409,0.95984,119991,130872,358.849,373.92,392.149,48.2435,39.6601,5569.31,5427.55,8.51251,5.5512,5.42498,0.978445,0.978815,182.894,113.241,5.5512,5.42498,138126
102.0,0.747489,0.958735,0.0433384,0.958735,119931,130720,358.833,373.952,392.107,48.217,39.2661,5567.69,5427.55,8.51251,5.54675,5.36819,0.97841,0.978857,181.617,113.173,5.54675,5.36819,137966
104.0,0.747348,0.957708,0.0433369,0.957708,119829,130594,358.805,373.987,392.073,48.1797,38.8801,5562.28,5427.55,8.51251,5.54013,5.3129,0.978375,0.978899,180.318,113.044,5.54013,5.3129,137833
106.0,0.747159,0.956758,0.0433325,0.956758,119693,130493,358.766,374.011,392.046,48.1314,38.5057,5553.05,5427.55,8.51251,5.53143,5.2596,0.978339,0.978941,179.112,112.858,5.53143,5.2596,137725
108.0,0.746957,0.95587,0.0433257,0.95587,119550,130412,358.726,374.027,392.025,48.0732,38.1428,5540.51,5427.55,8.51251,5.52144,5.20816,0.978303,0.978983,178.659,112.635,5.52144,5.20816,137637
110.0,0.746754,0.95503,0.0433159,0.95503,119408,130342,358.686,374.034,392.007,48.0119,37.7888,5527.11,5427.55,8.51251,5.51115,5.15816,0.978266,0.979025,178.256,112.41,5.51115,5.15816,137562
112.0,0.746584,0.954199,0.0433035,0.954199,119296,130275,358.655,374.035,391.989,47.9498,37.4411,5513.61,5427.55,8.51251,5.50142,5.10906,0.978228,0.979068,178.802,112.196,5.50142,5.10906,137488
114.0,0.746445,0.953383,0.0432902,0.953383,119209,130203,358.631,374.032,391.971,47.8938,37.0917,5502.44,5427.55,8.51251,5.49299,5.05974,0.97819,0.979112,179.106,112.025,5.49299,5.05974,137410
116.0,0.746342,0.952558,0.0432773,0.952558,119152,130120,358.615,374.031,391.949,47.8435,36.7422,5493.39,5427.55,8.51251,5.4859,5.01032,0.97815,0.979157,179.635,111.89,5.4859,5.01032,137321
118.0,0.74627,0.951738,0.0432653,0.951738,119119,130026,358.607,374.034,391.924,47.8003,36.3876,5486.88,5427.55,8.51251,5.48018,4.96014,0.978109,0.979203,179.938,111.796,5.48018,4.96014,137221
120.0,0.746206,0.950928,0.0432552,0.950928,119092,129922,358.6,374.043,391.897,47.7629,36.0306,5482.43,5427.55,8.51251,5.47526,4.90958,0.978068,0.979251,179.876,111.722,5.47526,4.90958,137112
122.0,0.746135,0.950137,0.0432473,0.950137,119060,129815,358.591,374.058,391.868,47.7269,35.6724,5478.47,5427.55,8.51251,5.47038,4.85887,0.978025,0.979299,179.547,111.646,5.47038,4.85887,136998
124.0,0.746056,0.949376,0.0432411,0.949376,119022,129708,358.582,374.077,391.84,47.6893,35.3149,5473.94,5427.55,8.51251,5.46518,4.80834,0.977981,0.979348,179.31,111.56,5.46518,4.80834,136886
126.0,0.74599,0.948606,0.043236,0.948606,118994,129609,358.574,374.101,391.813,47.6501,34.9602,5468.9,5427.55,8.51251,5.46003,4.7583,0.977937,0.979398,179.495,111.476,5.46003,4.7583,136782
128.0,0.74592,0.947888,0.0432316,0.947888,118964,129522,358.567,374.126,391.791,47.6131,34.6007,5464.67,5427.55,8.51251,5.45508,4.70779,0.977891,0.979449,179.041,111.406,5.45508,4.70779,136689
130.0,0.745824,0.947207,0.0432275,0.947207,118913,129446,358.553,374.15,391.771,47.5752,34.249,5460.16,5427.55,8.51251,5.44957,4.65851,0.977845,0.9795,178.363,111.312,5.44957,4.65851,136609
132.0,0.745711,0.946576,0.0432244,0.946576,118850,129381,358.536,374.177,391.755,47.5319,33.9017,5453.78,5427.55,8.51251,5.44315,4.61001,0.977798,0.979551,177.834,111.193,5.44315,4.61001,136539
134.0,0.745588,0.945986,0.0432185,0.945986,118781,129322,358.517,374.199,391.74,47.4848,33.5618,5446.21,5427.55,8.51251,5.43618,4.56263,0.97775,0.979603,177.434,111.06,5.43618,4.56263,136476
136.0,0.745462,0.94543,0.0432115,0.94543,118711,129268,358.498,374.217,391.727,47.4355,33.2278,5437.96,5427.55,8.51251,5.42892,4.51617,0.977702,0.979654,177.178,110.92,5.42892,4.51617,136418
138.0,0.745343,0.944904,0.0432032,0.944904,118647,129216,358.481,374.233,391.714,47.3853,32.8986,5429.52,5427.55,8.51251,5.42172,4.47042,0.977652,0.979705,177.101,110.782,5.42172,4.47042,136362
140.0,0.745237,0.944393,0.0431941,0.944393,118595,129163,358.467,374.247,391.701,47.3361,32.5731,5421.54,5427.55,8.51251,5.41489,4.42519,0.977602,0.979757,177.233,110.654,5.41489,4.42519,136305
142.0,0.74515,0.943884,0.0431849,0.943884,118559,129108,358.458,374.262,391.688,47.2893,32.2485,5414.52,5427.55,8.51251,5.40869,4.38009,0.977551,0.97981,177.42,110.546,5.40869,4.38009,136246
144.0,0.745094,0.943388,0.0431764,0.943388,118547,129051,358.455,374.278,391.674,47.2459,31.9225,5408.79,5427.55,8.51251,5.40345,4.33482,0.977498,0.979863,177.836,110.467,5.40345,4.33482,136185
146.0,0.745039,0.942913,0.0431694,0.942913,118536,128991,358.453,374.297,391.659,47.2086,31.597,5405.19,5427.55,8.51251,5.3989,4.28962,0.977445,0.979917,177.638,110.406,5.3989,4.28962,136122
148.0,0.744977,0.942461,0.0431637,0.942461,118520,128931,358.45,374.319,391.644,47.1713,31.2737,5401.63,5427.55,8.51251,5.39425,4.24478,0.977391,0.979971,177.363,110.34,5.39425,4.24478,136059
150.0,0.744907,0.942036,0.0431592,0.942036,118497,128871,358.444,374.344,391.629,47.1326,30.9533,5397.6,5427.55,8.51251,5.38928,4.20037,0.977335,0.980026,177.03,110.266,5.38928,4.20037,135996
152.0,0.744831,0.94163,0.0431553,0.94163,118470,128815,358.438,374.37,391.616,47.092,30.6366,5392.94,5427.55,8.51251,5.38401,4.15652,0.977279,0.98008,176.828,110.181,5.38401,4.15652,135937
154.0,0.744762,0.941239,0.0431512,0.941239,118449,128764,358.433,374.397,391.604,47.05,30.3219,5387.87,5427.55,8.51251,5.37871,4.11302,0.977222,0.980136,176.843,110.099,5.37871,4.11302,135883
156.0,0.744697,0.940877,0.0431469,0.940877,118431,128721,358.429,374.423,391.593,47.0093,30.0088,5383.3,5427.55,8.51251,5.37362,4.06985,0.977164,0.980191,176.682,110.025,5.37362,4.06985,135837
158.0,0.744641,0.940491,0.0431423,0.940491,118421,128683,358.427,374.45,391.585,46.969,29.7001,5378.93,5427.55,8.51251,5.36875,4.02731,0.977105,0.980248,177.108,109.946,5.36875,4.02731,135797
160.0,0.74461,0.940182,0.0431379,0.940182,118430,128653,358.431,374.478,391.579,46.9305,29.3849,5375.21,5427.55,8.51251,5.36453,3.98402,0.977045,0.980304,177.093,109.909,5.36453,3.98402,135764
162.0,0.744536,0.939915,0.0431336,0.939915,118405,128624,358.425,374.505,391.573,46.8971,29.084,5373.28,5427.55,8.51251,5.36011,3.94273,0.976984,0.98036,175.922,109.853,5.36011,3.94273,135733
164.0,0.74444,0.939674,0.0431295,0.939674,118363,128595,358.414,374.531,391.567,46.8546,28.7904,5368.23,5427.55,8.51251,5.35429,3.90246,0.976922,0.980415,175.518,109.75,5.35429,3.90246,135702
166.0,0.744347,0.93945,0.0431253,0.93945,118325,128566,358.405,374.556,391.562,46.8076,28.5009,5361.65,5427.55,8.51251,5.34804,3.86279,0.976859,0.980471,175.494,109.641,5.34804,3.86279,135672
168.0,0.744263,0.939257,0.0431204,0.939257,118295,128539,358.397,374.579,391.556,46.761,28.2141,5355.37,5427.55,8.51251,5.34201,3.82351,0.976796,0.980527,175.414,109.544,5.34201,3.82351,135644
170.0,0.744179,0.939086,0.0431146,0.939086,118264,128512,358.39,374.6,391.551,46.716,27.9326,5349.7,5427.55,8.51251,5.33616,3.78498,0.976731,0.980582,175.231,109.449,5.33616,3.78498,135616
172.0,0.744103,0.938926,0.0431079,0.938926,118242,128485,358.385,374.621,391.546,46.6706,27.6549,5343.99,5427.55,8.51251,5.33044,3.74699,0.976666,0.980638,175.315,109.357,5.33044,3.74699,135587
174.0,0.744046,0.938769,0.0431012,0.938769,118234,128456,358.384,374.641,391.54,46.6268,27.3787,5338.89,5427.55,8.51251,5.32522,3.7092,0.976599,0.980694,175.547,109.281,5.32522,3.7092,135557
176.0,0.744005,0.938615,0.0430949,0.938615,118238,128427,358.387,374.664,391.534,46.5864,27.1025,5335.05,5427.55,8.51251,5.32068,3.6714,0.976531,0.980751,175.727,109.226,5.32068,3.6714,135527
178.0,0.743989,0.938458,0.0430897,0.938458,118262,128398,358.395,374.689,391.528,46.5492,26.8262,5332.33,5427.55,8.51251,5.31693,3.63362,0.976462,0.980808,176.224,109.191,5.31693,3.63362,135497
180.0,0.743971,0.938336,0.0430856,0.938336,118283,128370,358.403,374.717,391.523,46.5169,26.5488,5331.37,5427.55,8.51251,5.31369,3.59571,0.976392,0.980866,175.893,109.177,5.31369,3.59571,135468
182.0,0.743926,0.938255,0.0430827,0.938255,118282,128343,358.404,374.747,391.518,46.4843,26.2779,5330.24,5427.55,8.51251,5.30991,3.55873,0.976321,0.980922,175.191,109.141,5.30991,3.55873,135440
184.0,0.743845,0.938228,0.0430812,0.938228,118254,128318,358.397,374.777,391.513,46.4461,26.0149,5327.13,5427.55,8.51251,5.30487,3.52289,0.97625,0.980978,174.271,109.07,5.30487,3.52289,135415
186.0,0.743726,0.93826,0.043079,0.93826,118196,128294,358.382,374.804,391.509,46.4005,25.7625,5321.53,5427.55,8.51251,5.29836,3.48855,0.976177,0.981033,173.316,108.957,5.29836,3.48855,135392
188.0,0.743641,0.93822,0.0430766,0.93822,118166,128274,358.375,374.829,391.506,46.347,25.522,5313.29,5427.55,8.51251,5.29156,3.45578,0.976104,0.98109,174.393,108.825,5.29156,3.45578,135372
190.0,0.743612,0.938199,0.0430728,0.938199,118181,128262,358.381,374.853,391.505,46.3,25.2669,5307.43,5427.55,8.51251,5.28649,3.42111,0.976029,0.981147,175.112,108.769,5.28649,3.42111,135359
192.0,0.74359,0.938201,0.0430685,0.938201,118200,128252,358.388,374.875,391.504,46.2642,25.0158,5305.55,5427.55,8.51251,5.28279,3.38701,0.975953,0.981204,174.977,108.744,5.28279,3.38701,135349
194.0,0.743561,0.938218,0.0430644,0.938218,118214,128242,358.394,374.899,391.504,46.2296,24.7691,5304.04,5427.55,8.51251,5.27909,3.35353,0.975876,0.981261,174.826,108.712,5.27909,3.35353,135339
196.0,0.743539,0.938245,0.0430612,0.938245,118231,128230,358.4,374.926,391.503,46.1937,24.5254,5302.08,5427.55,8.51251,5.27535,3.32044,0.975798,0.981318,174.898,108.681,5.27535,3.32044,135327
198.0,0.743517,0.938285,0.0430586,0.938285,118249,128216,358.407,374.955,391.502,46.1589,24.284,5300.52,5427.55,8.51251,5.27173,3.28767,0.975719,0.981375,174.806,108.655,5.27173,3.28767,135314
200.0,0.743494,0.938335,0.0430567,0.938335,118265,128203,358.413,374.987,391.501,46.1242,24.0452,5298.96,5427.55,8.51251,5.26808,3.25527,0.975638,0.981433,174.709,108.627,5.26808,3.25527,135301
202.0,0.743469,0.938407,0.0430552,0.938407,118278,128193,358.419,375.019,391.5,46.0892,23.8087,5297.31,5427.55,8.51251,5.26435,3.22321,0.975557,0.98149,174.573,108.599,5.26435,3.22321,135292
204.0,0.743436,0.938503,0.0430537,0.938503,118286,128188,358.423,375.051,391.501,46.0537,23.5769,5295.49,5427.55,8.51251,5.26042,3.19183,0.975474,0.981548,174.322,108.565,5.26042,3.19183,135287
206.0,0.7434,0.938621,0.0430521,0.938621,118290,128187,358.426,375.083,391.504,46.0167,23.3502,5293.13,5427.55,8.51251,5.25625,3.16119,0.975391,0.981605,174.22,108.523,5.25625,3.16119,135287
208.0,0.743364,0.938758,0.0430499,0.938758,118295,128189,358.429,375.113,391.507,45.9788,23.1284,5290.49,5427.55,8.51251,5.25198,3.13125,0.975306,0.981662,174.099,108.481,5.25198,3.13125,135291
210.0,0.743326,0.938922,0.0430473,0.938922,118297,128195,358.432,375.142,391.511,45.9409,22.911,5287.88,5427.55,8.51251,5.24767,3.10192,0.975221,0.981718,173.894,108.44,5.24767,3.10192,135297
212.0,0.743277,0.939108,0.0430443,0.939108,118291,128201,358.432,375.17,391.516,45.9025,22.6995,5285.1,5427.55,8.51251,5.2431,3.07342,0.975134,0.981775,173.619,108.388,5.2431,3.07342,135304
214.0,0.743233,0.939302,0.0430411,0.939302,118289,128206,358.433,375.197,391.52,45.8617,22.4933,5281.52,5427.55,8.51251,5.23836,3.04564,0.975046,0.981831,173.674,108.333,5.23836,3.04564,135311
216.0,0.743205,0.939503,0.0430377,0.939503,118299,128211,358.438,375.223,391.524,45.822,22.2894,5278.34,5427.55,8.51251,5.234,3.01817,0.974957,0.981888,173.91,108.29,5.234,3.01817,135318
218.0,0.743191,0.93971,0.0430345,0.93971,118319,128215,358.446,375.25,391.528,45.7852,22.0877,5276.21,5427.55,8.51251,5.23021,2.99099,0.974867,0.981944,174.062,108.267,5.23021,2.99099,135323
220.0,0.743183,0.939923,0.043032,0.939923,118344,128218,358.455,375.277,391.531,45.7512,21.888,5275.08,5427.55,8.51251,5.22682,2.96408,0.974776,0.982001,174.125,108.252,5.22682,2.96408,135328
222.0,0.743169,0.940163,0.0430299,0.940163,118363,128220,358.462,375.305,391.534,45.7184,21.6905,5274.31,5427.55,8.51251,5.22344,2.93747,0.974683,0.982057,173.861,108.24,5.22344,2.93747,135332
224.0,0.743149,0.940409,0.0430282,0.940409,118376,128222,358.468,375.335,391.537,45.6843,21.4993,5273.08,5427.55,8.51251,5.2198,2.91173,0.97459,0.982114,173.73,108.217,5.2198,2.91173,135335
226.0,0.743131,0.940665,0.0430268,0.940665,118391,128224,358.475,375.366,391.541,45.649,21.3103,5271.42,5427.55,8.51251,5.21605,2.88628,0.974495,0.98217,173.721,108.193,5.21605,2.88628,135340
228.0,0.743121,0.940931,0.0430255,0.940931,118412,128229,358.483,375.396,391.545,45.6141,21.1242,5269.91,5427.55,8.51251,5.21247,2.86124,0.974399,0.982226,173.808,108.176,5.21247,2.86124,135346
230.0,0.743113,0.941208,0.0430242,0.941208,118432,128236,358.491,375.427,391.549,45.5807,20.9413,5268.91,5427.55,8.51251,5.20906,2.83665,0.974302,0.982283,173.772,108.163,5.20906,2.83665,135355
232.0,0.743104,0.941501,0.0430232,0.941501,118453,128246,358.499,375.458,391.555,45.5476,20.7616,5267.98,5427.55,8.51251,5.20567,2.81252,0.974203,0.982339,173.69,108.152,5.20567,2.81252,135367
234.0,0.743086,0.941815,0.0430223,0.941815,118465,128257,358.504,375.488,391.561,45.5144,20.5864,5267.03,5427.55,8.51251,5.2021,2.78902,0.974104,0.982395,173.409,108.136,5.2021,2.78902,135381
236.0,0.743064,0.94214,0.0430214,0.94214,118473,128270,358.509,375.517,391.567,45.4794,20.4164,5265.39,5427.55,8.51251,5.19823,2.76624,0.974003,0.98245,173.29,108.11,5.19823,2.76624,135396
238.0,0.743044,0.942479,0.0430204,0.942479,118483,128283,358.514,375.547,391.573,45.4434,20.2503,5263.44,5427.55,8.51251,5.19429,2.74398,0.973902,0.982506,173.244,108.085,5.19429,2.74398,135412
240.0,0.743027,0.942827,0.0430192,0.942827,118495,128297,358.519,375.575,391.58,45.4079,20.088,5261.65,5427.55,8.51251,5.19043,2.72224,0.973799,0.982561,173.229,108.062,5.19043,2.72224,135428
242.0,0.743012,0.943185,0.0430178,0.943185,118508,128311,358.525,375.602,391.586,45.3728,19.929,5260.02,5427.55,8.51251,5.18666,2.70097,0.973695,0.982617,173.23,108.041,5.18666,2.70097,135445
244.0,0.743003,0.943555,0.0430164,0.943555,118525,128324,358.532,375.63,391.593,45.3381,19.7734,5258.53,5427.55,8.51251,5.18301,2.68014,0.97359,0.982672,173.274,108.025,5.18301,2.68014,135461
246.0,0.742995,0.943933,0.0430153,0.943933,118542,128336,358.54,375.657,391.599,45.3045,19.6218,5257.43,5427.55,8.51251,5.1795,2.65986,0.973484,0.982727,173.255,108.013,5.1795,2.65986,135476
248.0,0.742991,0.944317,0.0430142,0.944317,118562,128348,358.548,375.684,391.605,45.2712,19.4733,5256.39,5427.55,8.51251,5.17608,2.63999,0.973376,0.982782,173.293,108.005,5.17608,2.63999,135491
